From	To	Distance	Sign
CDK11B	CLASP1	1	1
CDK11B	CNTRL	1	1
CDK11B	ODF2	1	1
CDK11B	AKAP9	1	1
CDK11B	CEP78	1	1
CDK11B	NEK2	1	1
CDK11B	CEP57	1	1
CDK11B	SDCCAG8	1	1
CDK11B	TUBA1A	1	1
CDK11B	DYNLL1	1	1
CDK11B	CEP152	1	1
CDK11B	CEP250	1	1
CDK11B	CEP41	1	1
CDK11B	FGFR1OP	1	1
CDK11B	PCNT	1	1
CDK11B	AR	1	1
CDK11B	CENPJ	1	1
CDK11B	YWHAE	1	1
CDK11B	ACTR1A	1	1
CDK11B	YWHAG	1	1
CDK11B	CEP135	1	1
CDK11B	NEDD1	1	1
CDK11B	CEP70	1	1
CDK11B	CSNK1E	1	1
CDK11B	PRKACA	1	1
CDK11B	CSNK1D	1	1
CDK11B	CDK1	1	1
CDK11B	PCM1	1	1
CDK11B	DCTN1	1	1
CDK11B	DYNC1H1	1	1
CDK11B	TUBB	1	1
CDK11B	SFI1	1	1
CDK11B	TUBG1	1	1
CDK11B	TUBB4B	1	1
CDK11B	TUBA4A	1	1
CDK11B	HSP90AA1	1	1
CDK11B	MAPRE1	1	1
CDK11B	TUBB4A	1	1
CDK11B	OFD1	1	1
CDK11B	DCTN3	1	1
CDK11B	NDE1	1	1
CDK11B	EIF3F	1	1
CDK11B	CKAP5	1	1
CDK11B	HAUS2	1	1
CDK11B	PLK4	1	1
CDK11B	DCTN2	1	1
CDK11B	CEP72	1	1
CDK11B	DYNC1I2	1	1
MAP4K3	MAPK10	3	1
MAP4K3	MAPK12	3	1
MAP4K3	GDI1	4	1
MAP4K3	PPARGC1A	4	1
MAP4K3	STAT1	4	1
MAP4K3	MAP2K7	2	1
MAP4K3	SFN	4	1
MAP4K3	YWHAB	4	1
MAP4K3	STAT3	4	1
MAP4K3	BAD	4	1
MAP4K3	ARHGEF2	4	1
MAP4K3	TSC1	4	1
MAP4K3	KAT2B	4	1
MAP4K3	CREBBP	4	1
MAP4K3	TP73	4	1
MAP4K3	MAPK13	3	1
MAP4K3	MAP2K4	2	1
MAP4K3	MAPK9	3	1
MAP4K3	MAPK8	2	1
MAP4K3	MAP2K3	2	1
MAP4K3	NCOR2	4	1
MAP4K3	DUSP10	4	1
MAP4K3	NCOA3	4	1
MAP4K3	BCL2L11	4	1
MAP4K3	MAP3K7	4	-1
MAP4K3	FRS2	4	1
MAP4K3	SMAD3	4	1
MAP4K3	FOXO4	4	1
MAP4K3	RPS6KA3	4	1
MAP4K3	MAP2K6	2	1
MAP4K3	YWHAZ	4	1
MAP4K3	RELN	4	1
MAP4K3	RUSC1	3	1
MAP4K3	DUSP16	4	1
MAP4K3	NFATC1	4	1
MAP4K3	RARB	4	1
MAP4K3	MAPT	4	1
MAP4K3	BCL2	4	1
MAP4K3	AR	4	1
MAP4K3	RARA	4	1
MAP4K3	BCL2L1	4	1
MAP4K3	SOS1	4	1
MAP4K3	FOXM1	3	1
MAP4K3	EP300	4	1
MAP4K3	YWHAE	4	1
MAP4K3	SHC1	4	1
MAP4K3	GRB2	4	1
MAP4K3	RARG	4	1
MAP4K3	RXRB	4	1
MAP4K3	ELK4	4	1
MAP4K3	MAPK1	3	1
MAP4K3	YWHAG	4	1
MAP4K3	DUSP1	4	1
MAP4K3	HGF	4	1
MAP4K3	YWHAQ	4	1
MAP4K3	MAPK3	3	1
MAP4K3	ETS1	4	1
MAP4K3	MAP2K1	2	1
MAP4K3	BRAF	4	1
MAP4K3	ESR1	4	1
MAP4K3	RELA	4	1
MAP4K3	ATF2	4	1
MAP4K3	TCF3	4	1
MAP4K3	PRKCQ	1	1
MAP4K3	CREB1	4	1
MAP4K3	TSC2	4	1
MAP4K3	PTK2	4	1
MAP4K3	STMN1	4	1
MAP4K3	PXN	4	1
MAP4K3	YWHAH	4	1
MAP4K3	NFKBIA	4	1
MAP4K3	MAPKAPK2	4	1
MAP4K3	EGFR	4	1
MAP4K3	MEF2C	4	1
MAP4K3	CEBPB	4	1
MAP4K3	CAPN2	4	1
MAP4K3	JUND	4	1
MAP4K3	FOS	3	1
MAP4K3	EGF	4	1
MAP4K3	NRIP1	4	1
MAP4K3	RXRG	4	1
MAP4K3	CSNK1A1	2	1
MAP4K3	CCND1	4	1
MAP4K3	CDK2	4	1
MAP4K3	RPS6KA1	4	1
MAP4K3	ATF6	4	1
MAP4K3	STAT4	4	1
MAP4K3	CASP8	4	-1
MAP4K3	ELK1	4	1
MAP4K3	DDIT3	4	1
MAP4K3	SLC9A1	4	1
MAP4K3	MAP3K11	4	1
MAP4K3	RXRA	4	1
MAP4K3	MAPK14	3	1
MAP4K3	NFKB1	4	1
MAP4K3	SMAD1	4	1
MAP4K3	SMAD2	4	1
MAP4K3	MAPK11	3	1
MAP4K3	TAB1	4	-1
MAP4K3	USF1	4	1
MAP4K3	SDC2	4	1
MAP4K3	KRT19	4	1
MAP4K3	MET	4	1
MAP4K3	PLA2G1B	4	1
MAP4K3	RAF1	4	1
MAP4K3	NR3C1	4	1
MAP4K3	TP53	4	1
MAP4K3	RPS6KA4	4	1
MAP4K3	MAPKAPK5	4	1
MAP4K3	KSR1	4	1
MAP4K3	MITF	4	1
MAP4K3	NFATC3	2	1
MAP4K3	RPS6KA5	4	1
MAP4K3	DAB1	4	1
MAP4K3	TAB2	4	-1
MAP4K3	MEF2A	4	1
MAP4K3	JUN	3	1
MAP4K3	KRT8	4	1
MAP4K3	LRP8	4	1
MAP4K3	EEF2K	4	1
MAP4K3	MAP3K1	1	1
MAP4K3	MAP2K2	4	1
MAP4K3	NFATC2	3	1
MAP4K3	GAB1	4	1
MAP4K3	RUNX2	4	1
MAP4K3	FYN	4	1
TIAM2	LIMK1	3	1
TIAM2	COPA	4	1
TIAM2	MAPK10	4	1
TIAM2	MAPK12	4	1
TIAM2	STAT5A	2	1
TIAM2	PIK3CA	3	-1
TIAM2	PIK3CB	3	-1
TIAM2	CLTA	4	1
TIAM2	CLTB	4	1
TIAM2	PDGFRB	2	1
TIAM2	DAPP1	4	-1
TIAM2	GOSR2	4	1
TIAM2	MAP2K7	3	1
TIAM2	MYH2	3	-1
TIAM2	ASAP1	4	1
TIAM2	PIP5K1B	2	1
TIAM2	GAB2	3	-1
TIAM2	AKT1	3	-1
TIAM2	IL2RG	3	-1
TIAM2	BCAR1	2	0
TIAM2	STAT3	2	1
TIAM2	BAD	3	0
TIAM2	WASF1	2	1
TIAM2	GBF1	4	1
TIAM2	ARPC3	3	1
TIAM2	ARPC2	3	1
TIAM2	ARPC1B	3	1
TIAM2	MAPK13	4	1
TIAM2	PDPK1	4	-1
TIAM2	ARPC5	3	1
TIAM2	MAP2K4	3	1
TIAM2	MAPK9	2	1
TIAM2	MAPK8	2	0
TIAM2	RHOU	1	1
TIAM2	CRK	2	0
TIAM2	RHOV	1	1
TIAM2	MAP2K3	3	1
TIAM2	NCKAP1	2	1
TIAM2	ARPC4	3	1
TIAM2	WASF2	2	1
TIAM2	CYFIP2	2	1
TIAM2	BCL2L11	3	1
TIAM2	NCK2	2	1
TIAM2	BRK1	2	1
TIAM2	PIP5K1A	2	1
TIAM2	RHOG	1	1
TIAM2	ARF1	4	1
TIAM2	FOXO4	4	-1
TIAM2	IQGAP3	2	1
TIAM2	SGMS1	4	-1
TIAM2	JAK3	3	-1
TIAM2	ARHGDIA	3	1
TIAM2	MAP2K6	3	1
TIAM2	RAC1	1	1
TIAM2	RHOBTB1	1	1
TIAM2	RUSC1	4	1
TIAM2	RHOBTB2	1	1
TIAM2	PIP5K1C	2	1
TIAM2	NFATC1	4	-1
TIAM2	MYL2	4	-1
TIAM2	AR	4	-1
TIAM2	CDC42	1	0
TIAM2	RAC3	1	1
TIAM2	IL2	3	-1
TIAM2	SOS1	3	-1
TIAM2	FOXM1	4	1
TIAM2	RHOF	1	1
TIAM2	RHOJ	1	1
TIAM2	ARF6	4	0
TIAM2	CDH1	2	1
TIAM2	RHOB	1	1
TIAM2	SHC1	3	-1
TIAM2	GRB2	3	-1
TIAM2	ACTR2	3	1
TIAM2	ACTR3	3	1
TIAM2	ITGA4	3	-1
TIAM2	RHOA	1	0
TIAM2	MAPK1	4	1
TIAM2	PIK3R1	3	-1
TIAM2	NCF1	3	1
TIAM2	MAPK3	4	1
TIAM2	IL2RB	3	-1
TIAM2	JUP	4	-1
TIAM2	MAP2K1	3	1
TIAM2	RAC2	1	1
TIAM2	ATF2	4	-1
TIAM2	ITGB7	3	-1
TIAM2	NCK1	2	1
TIAM2	PTK2	4	-1
TIAM2	PRKCZ	4	-1
TIAM2	PRKCD	4	-1
TIAM2	PXN	4	-1
TIAM2	BTK	4	-1
TIAM2	PTPN11	3	-1
TIAM2	JUND	4	-1
TIAM2	SMPD1	4	-1
TIAM2	RHOQ	1	1
TIAM2	FOS	4	0
TIAM2	PDGFB	2	1
TIAM2	CSNK1A1	3	1
TIAM2	IL2RA	3	-1
TIAM2	USO1	4	1
TIAM2	CTNND1	2	1
TIAM2	GSN	4	1
TIAM2	CTNNB1	2	1
TIAM2	CTNNA1	2	0
TIAM2	RPS6KB1	4	-1
TIAM2	JAK1	3	-1
TIAM2	CFL1	4	1
TIAM2	UGCG	4	-1
TIAM2	MAP3K11	2	1
TIAM2	MAPK14	4	1
TIAM2	NCF2	3	1
TIAM2	MAPK11	4	1
TIAM2	RHOH	1	1
TIAM2	RHOC	1	1
TIAM2	NR3C1	4	-1
TIAM2	TP53	4	-1
TIAM2	ABI1	2	1
TIAM2	RHOT1	1	1
TIAM2	RHOT2	1	1
TIAM2	PLCB2	2	1
TIAM2	ROCK2	3	-1
TIAM2	NFATC3	3	1
TIAM2	ABI2	2	1
TIAM2	JUN	4	0
TIAM2	RHOD	1	1
TIAM2	ARHGAP35	2	1
TIAM2	WASL	2	1
TIAM2	PAK2	2	1
TIAM2	PAK1	2	0
TIAM2	MAP3K1	2	1
TIAM2	ARHGAP5	2	1
TIAM2	TIAM1	4	-1
TIAM2	MAP2K2	4	-1
TIAM2	ROCK1	3	-1
TIAM2	NFATC2	4	1
TIAM2	GAB1	2	1
TIAM2	MADCAM1	3	-1
TIAM2	FYN	3	-1
TIAM2	LCK	3	-1
MDM2	KAT5	1	1
MDM2	TP73	1	1
MDM2	RPL5	1	1
MDM2	TP63	1	1
MDM2	RPL23	1	1
MDM2	RPL11	1	1
MDM2	CDKN2A	1	1
MDM2	NEDD8	1	1
MDM2	TP53	1	0
PPP1R15A	RGMB	1	1
PPP1R15A	SMAD7	1	1
PPP1R15A	RGMA	1	1
PPP1R15A	SMAD6	2	1
PPP1R15A	ZFYVE16	1	1
PPP1R15A	TGFB3	1	1
PPP1R15A	HFE2	1	1
PPP1R15A	SMURF2	2	1
PPP1R15A	PPP1CA	1	1
PPP1R15A	BMP4	1	1
PPP1R15A	BMP2	1	1
PPP1R15A	TGFB1	1	1
PPP1R15A	SMAD1	1	1
PPP1R15A	TGFBR2	1	1
PPP1R15A	BMPR1B	1	1
PPP1R15A	BMPR1A	1	1
PPP1R15A	TGFBR1	1	1
PPP1R15A	SMAD4	2	1
PPP1R15A	BMPR2	1	1
BCAR3	LIMK2	2	1
BCAR3	LIMK1	3	1
BCAR3	MAPK10	4	1
BCAR3	MAPK12	4	1
BCAR3	STAT5A	4	1
BCAR3	PIK3CA	4	1
BCAR3	MTOR	2	1
BCAR3	PDGFRB	4	1
BCAR3	ARRB2	4	-1
BCAR3	MAP2K7	3	1
BCAR3	PIP5K1B	4	1
BCAR3	AKT1	4	1
BCAR3	BCAR1	3	1
BCAR3	STAT3	4	1
BCAR3	WASF1	4	1
BCAR3	ARPC3	3	1
BCAR3	ARPC2	3	1
BCAR3	ARPC1B	3	1
BCAR3	MAPK13	4	1
BCAR3	ARPC5	3	1
BCAR3	MAP2K4	3	1
BCAR3	MAPK9	4	1
BCAR3	MAPK8	3	1
BCAR3	CRK	3	1
BCAR3	MAP2K3	3	1
BCAR3	NCKAP1	4	1
BCAR3	ARPC4	3	1
BCAR3	WASF2	4	1
BCAR3	CYFIP2	4	1
BCAR3	MKL1	4	1
BCAR3	NCK2	4	1
BCAR3	BRK1	4	1
BCAR3	PIP5K1A	4	1
BCAR3	IQGAP3	2	1
BCAR3	ARHGDIA	3	1
BCAR3	MAP2K6	3	1
BCAR3	VAV2	2	1
BCAR3	RAC1	3	1
BCAR3	RUSC1	4	1
BCAR3	DOK2	4	1
BCAR3	PIP5K1C	4	1
BCAR3	PAK4	2	1
BCAR3	MYL2	3	1
BCAR3	CDC42	1	1
BCAR3	SOS1	4	1
BCAR3	FOXM1	4	1
BCAR3	CDH1	4	1
BCAR3	ACTR2	3	1
BCAR3	ACTR3	3	1
BCAR3	RHOA	4	-1
BCAR3	MAPK1	4	1
BCAR3	PIK3R1	4	1
BCAR3	NCF1	3	1
BCAR3	MAPK3	4	1
BCAR3	MAP2K1	3	1
BCAR3	NCK1	4	1
BCAR3	APC	4	1
BCAR3	GSK3B	3	1
BCAR3	CDC42BPA	2	1
BCAR3	PTK2	3	1
BCAR3	PRKCZ	2	1
BCAR3	PXN	3	1
BCAR3	FOS	4	1
BCAR3	PDGFB	4	1
BCAR3	CSNK1A1	3	1
BCAR3	CTNND1	4	1
BCAR3	ARHGEF6	2	1
BCAR3	CTNNB1	4	1
BCAR3	CTNNA1	4	1
BCAR3	RPS6KB1	2	1
BCAR3	CFL1	3	1
BCAR3	ACTA1	4	1
BCAR3	MAP3K11	2	1
BCAR3	MAPK14	4	1
BCAR3	NCF2	3	1
BCAR3	MAPK11	4	1
BCAR3	ABI1	4	1
BCAR3	TBXA2R	4	-1
BCAR3	PLCB2	4	1
BCAR3	NFATC3	3	1
BCAR3	DLG1	3	1
BCAR3	ABI2	4	1
BCAR3	JUN	4	1
BCAR3	PARD6A	2	1
BCAR3	ARHGAP35	4	1
BCAR3	GIT2	4	1
BCAR3	ARHGEF7	4	1
BCAR3	DIAPH3	2	1
BCAR3	WASL	2	1
BCAR3	PAK2	2	1
BCAR3	PAK1	2	0
BCAR3	MAP3K1	2	1
BCAR3	ARHGAP5	4	1
BCAR3	ARR3	4	-1
BCAR3	PLD1	2	1
BCAR3	NFATC2	4	1
BCAR3	GAB1	4	1
PIAS2	SUMO1	1	1
PIAS2	STAT4	1	1
PIAS2	MDM2	1	1
PIAS1	SUMO1	1	1
PIAS1	MDM2	1	1
TRIO	LIMK2	3	1
TRIO	LIMK1	3	1
TRIO	COPA	4	1
TRIO	MAPK10	3	1
TRIO	MAPK12	4	1
TRIO	STAT1	4	1
TRIO	STAT5A	2	1
TRIO	PIK3CA	2	1
TRIO	PIK3CB	3	-1
TRIO	MTOR	3	1
TRIO	CLTA	4	1
TRIO	CLTB	4	1
TRIO	CASP3	4	1
TRIO	PDGFRB	2	1
TRIO	CCND3	4	1
TRIO	ARRB2	2	-1
TRIO	DAPP1	3	1
TRIO	GOSR2	4	1
TRIO	MAP2K7	2	1
TRIO	MYH2	3	-1
TRIO	ASAP1	4	1
TRIO	PLD2	2	1
TRIO	PIP5K1B	2	1
TRIO	PPP1R12A	3	1
TRIO	EXOC7	4	1
TRIO	GAB2	3	-1
TRIO	AKT2	4	1
TRIO	AKT1	2	1
TRIO	IL2RG	3	-1
TRIO	SFN	3	1
TRIO	YWHAB	3	1
TRIO	CIT	2	1
TRIO	BCAR1	2	1
TRIO	STAT3	2	1
TRIO	BAD	3	1
TRIO	ARHGEF2	3	1
TRIO	KAT5	4	1
TRIO	WASF1	2	1
TRIO	GBF1	4	1
TRIO	ARPC3	3	1
TRIO	ARPC2	3	1
TRIO	ARPC1B	3	1
TRIO	SMAD7	4	1
TRIO	MAPK13	4	1
TRIO	PDPK1	3	1
TRIO	ARPC5	3	1
TRIO	MAP2K4	2	1
TRIO	MAPK9	2	1
TRIO	MAPK8	2	1
TRIO	RHOU	1	1
TRIO	CRK	2	1
TRIO	CDKN1B	2	1
TRIO	EXOC2	4	1
TRIO	RHOV	1	1
TRIO	MAP2K3	3	1
TRIO	STRAP	4	1
TRIO	AKT3	4	1
TRIO	RUVBL2	4	1
TRIO	NCKAP1	2	1
TRIO	ARPC4	3	1
TRIO	WASF2	2	1
TRIO	EXOC6	4	1
TRIO	DEPTOR	4	1
TRIO	CYFIP2	2	1
TRIO	EXOC4	4	1
TRIO	AKT1S1	4	1
TRIO	MKL1	3	1
TRIO	BCL2L11	3	1
TRIO	FOXO3	3	1
TRIO	ASAP2	4	1
TRIO	NCK2	2	1
TRIO	PRR5	4	1
TRIO	BRK1	2	1
TRIO	PIP5K1A	2	1
TRIO	SH3GL2	3	1
TRIO	JDP2	4	1
TRIO	RHOG	1	1
TRIO	ARF1	4	1
TRIO	RICTOR	4	1
TRIO	FOXO4	3	1
TRIO	NR0B1	4	1
TRIO	IQGAP3	2	1
TRIO	SGMS1	4	-1
TRIO	JAK3	3	-1
TRIO	KPNA1	4	1
TRIO	ARHGDIA	3	1
TRIO	MAP2K6	3	1
TRIO	RAC1	1	1
TRIO	YWHAZ	3	1
TRIO	RHOBTB1	1	1
TRIO	RELN	3	1
TRIO	MAPKAP1	4	1
TRIO	RUSC1	4	1
TRIO	MLST8	4	1
TRIO	RHOBTB2	1	1
TRIO	DOK2	2	1
TRIO	PIP5K1C	2	1
TRIO	TBC1D4	3	1
TRIO	NFATC1	3	0
TRIO	MAPT	4	-1
TRIO	TGFB3	4	1
TRIO	MYL2	3	1
TRIO	AR	3	1
TRIO	RARA	4	1
TRIO	CDC42	1	1
TRIO	RAC3	1	1
TRIO	IL2	3	-1
TRIO	PTEN	3	1
TRIO	SOS1	3	-1
TRIO	FOXM1	4	1
TRIO	RHOF	1	1
TRIO	EP300	4	1
TRIO	RHOJ	1	1
TRIO	ARF6	3	1
TRIO	YWHAE	3	1
TRIO	CALM3	4	1
TRIO	CDH1	2	1
TRIO	RHOB	1	1
TRIO	SHC1	3	-1
TRIO	NOS3	3	1
TRIO	GRB2	3	-1
TRIO	ACTR2	3	1
TRIO	ACTR3	3	1
TRIO	ITGA4	3	-1
TRIO	RHOA	1	1
TRIO	MAPK1	4	1
TRIO	YWHAG	3	1
TRIO	PIK3R1	2	0
TRIO	NCF1	3	1
TRIO	YWHAQ	3	1
TRIO	MAPK3	4	1
TRIO	IL2RB	3	-1
TRIO	SLC2A4	4	1
TRIO	JUP	4	-1
TRIO	MAP2K1	3	0
TRIO	RAC2	1	1
TRIO	RELA	4	1
TRIO	EZR	3	1
TRIO	ATF2	3	1
TRIO	ITGB7	3	-1
TRIO	MSN	3	1
TRIO	MST1	3	1
TRIO	NCK1	2	1
TRIO	TSHR	4	1
TRIO	GSK3B	3	1
TRIO	PTK2	3	0
TRIO	PRKCZ	3	1
TRIO	FAS	4	1
TRIO	PRKCD	3	1
TRIO	CPE	4	1
TRIO	PXN	3	1
TRIO	YWHAH	3	1
TRIO	MST1R	3	1
TRIO	BTK	3	1
TRIO	PTPN11	3	-1
TRIO	JUND	3	1
TRIO	SMPD1	4	-1
TRIO	RHOQ	1	1
TRIO	FOS	3	1
TRIO	PDGFB	2	1
TRIO	TGFB1	4	1
TRIO	RPTOR	4	1
TRIO	SLC9A3	3	1
TRIO	CSNK1A1	3	1
TRIO	CCND1	4	1
TRIO	FASLG	4	1
TRIO	IL2RA	3	-1
TRIO	EXOC3	4	1
TRIO	DIAPH1	2	1
TRIO	USO1	4	1
TRIO	CTNND1	2	1
TRIO	GSN	4	1
TRIO	ACAP1	4	1
TRIO	CASP8	4	1
TRIO	CTNNB1	2	1
TRIO	CTNNA1	2	0
TRIO	RDX	3	1
TRIO	ELK1	4	1
TRIO	SLC9A1	3	1
TRIO	RPS6KB1	3	1
TRIO	JAK1	3	-1
TRIO	CFL1	4	1
TRIO	HSP90AA1	4	1
TRIO	ACTA1	3	1
TRIO	UGCG	4	-1
TRIO	PKN2	2	1
TRIO	PKN1	2	1
TRIO	MAP3K11	2	1
TRIO	MAPK14	4	1
TRIO	NFKB1	4	1
TRIO	NCF2	3	1
TRIO	MAPK11	4	1
TRIO	VAMP3	4	1
TRIO	RHOH	1	1
TRIO	RHOC	1	1
TRIO	NR3C1	3	1
TRIO	TP53	3	1
TRIO	TGFBR2	4	1
TRIO	ABI1	2	1
TRIO	RHOT1	1	1
TRIO	RHOT2	1	1
TRIO	CDK11B	4	1
TRIO	TBXA2R	2	-1
TRIO	CDK6	4	1
TRIO	CLTC	4	1
TRIO	SNCA	3	1
TRIO	PLCB2	2	1
TRIO	FOXO1	3	1
TRIO	ROCK2	2	1
TRIO	NFATC3	3	1
TRIO	DAB1	3	1
TRIO	ABI2	2	1
TRIO	JUN	3	1
TRIO	RHOD	1	1
TRIO	F2RL2	3	1
TRIO	PARD6A	3	1
TRIO	ARHGAP35	2	1
TRIO	LRP8	3	1
TRIO	GIT2	2	1
TRIO	ARHGEF7	2	1
TRIO	BIN1	4	1
TRIO	WASL	2	1
TRIO	EXOC5	4	1
TRIO	EXOC1	4	1
TRIO	PAK2	2	1
TRIO	FADD	4	1
TRIO	PAK1	2	1
TRIO	MAP3K1	2	1
TRIO	TGFBR1	4	1
TRIO	ARHGAP5	2	1
TRIO	TIAM1	4	-1
TRIO	EIF4EBP1	3	1
TRIO	ARR3	2	-1
TRIO	MAP2K2	4	-1
TRIO	PLD1	2	1
TRIO	ROCK1	2	0
TRIO	NFATC2	4	1
TRIO	GAB1	2	1
TRIO	MADCAM1	3	-1
TRIO	FYN	3	0
TRIO	LCK	3	-1
RGS9	GNAI1	1	1
RGS9	GNAI3	1	1
RGS9	GNAI2	1	1
FLNA	IKBKB	2	1
FLNA	CHUK	2	1
FLNA	IKBKG	2	1
FLNA	PRKCQ	1	1
NF1	RRAS	1	1
NF1	HRAS	1	1
NF1	NRAS	1	1
TBXA2R	GNG12	1	1
TBXA2R	GNA15	1	1
TBXA2R	GNGT2	1	1
TBXA2R	GNB5	1	1
TBXA2R	GNG8	1	1
TBXA2R	GNG2	1	1
TBXA2R	GNG10	1	1
TBXA2R	GNG4	1	1
TBXA2R	GNAQ	1	1
TBXA2R	GNG5	1	1
TBXA2R	GNG3	1	1
TBXA2R	GNGT1	1	1
TBXA2R	GNG7	1	1
TBXA2R	GNA14	1	1
TBXA2R	GNB4	1	1
TBXA2R	GNA11	1	1
TBXA2R	GNB1	1	1
TBXA2R	GNB2	1	1
TBXA2R	GNG11	1	1
TBXA2R	GNB3	1	1
TBXA2R	GNA13	1	1
TBXA2R	GNG13	1	1
TAF1	GTF2A1	1	1
TAF1	TP53	1	1
CDK6	CDKN2C	1	1
CDK6	CDKN2B	1	1
CDK6	CDKN2A	1	1
CDK6	CDKN2D	1	1
CDK6	CCND2	1	1
CDK6	CCND3	1	1
CDK6	CELF1	1	1
CDK6	CDKN1B	1	1
CDK6	MYB	1	1
CDK6	AR	1	1
CDK6	CDK4	1	1
CDK6	RBL2	1	1
CDK6	CDKN1A	1	1
CDK6	CCND1	1	1
CDK6	RB1	1	1
CDK6	NPM1	1	1
CDK6	RUNX1	1	1
CDK5	PPP1R2	1	1
CDK5	HTT	1	1
CDK5	FZR1	1	1
CDK5	PLD2	1	1
CDK5	PPP1R1B	1	1
CDK5	AXIN1	1	1
CDK5	TLN1	1	1
CDK5	AGAP2	1	1
CDK5	TPPP	1	1
CDK5	PARK2	1	1
CDK5	MAPT	1	1
CDK5	AR	1	1
CDK5	PDE4B	2	-1
CDK5	PPP1CA	1	1
CDK5	SRC	1	1
CDK5	NOS3	1	1
CDK5	DNM1	1	1
CDK5	PIK3C3	1	1
CDK5	PSEN1	1	1
CDK5	PTK2	1	1
CDK5	PXN	1	1
CDK5	AMPH	1	1
CDK5	MYC	1	1
CDK5	CDK5R1	1	1
CDK5	MEF2D	1	1
CDK5	CTNNB1	1	1
CDK5	CRMP1	1	1
CDK5	DPYSL3	1	1
CDK5	NEFL	1	1
CDK5	EPRS	1	1
CDK5	DPYSL2	1	1
CDK5	VIM	1	1
CDK5	NR3C1	1	1
CDK5	TP53	1	1
CDK5	PPARG	1	1
CDK5	MEF2A	1	1
CDK5	PMAIP1	1	1
CDK3	CABLES1	1	1
CDK3	RB1	1	1
CDK3	ATF1	1	1
CDK3	TFCP2	1	1
CDK3	JUN	1	1
TNFAIP3	LEP	4	1
TNFAIP3	PDGFRB	4	1
TNFAIP3	CSF1	4	1
TNFAIP3	MAP2K7	3	1
TNFAIP3	AKT1	4	1
TNFAIP3	TNIK	2	1
TNFAIP3	MAPK13	4	1
TNFAIP3	MAP2K4	4	1
TNFAIP3	MAPK8	4	1
TNFAIP3	MAP2K3	3	1
TNFAIP3	NOD1	1	1
TNFAIP3	MAP4K5	2	1
TNFAIP3	IKBKG	1	1
TNFAIP3	RIPK2	1	1
TNFAIP3	LAT	4	1
TNFAIP3	NRK	2	1
TNFAIP3	MAP3K5	2	1
TNFAIP3	DOK1	4	1
TNFAIP3	MAP2K6	4	1
TNFAIP3	MAP4K4	2	1
TNFAIP3	TXN	2	1
TNFAIP3	NOD2	1	1
TNFAIP3	TRPV6	4	1
TNFAIP3	GRB2	4	1
TNFAIP3	TYK2	4	1
TNFAIP3	CAV1	4	1
TNFAIP3	MAP2K1	4	1
TNFAIP3	EGFR	4	1
TNFAIP3	INS	4	1
TNFAIP3	TNF	1	1
TNFAIP3	PDGFB	4	1
TNFAIP3	EGF	4	1
TNFAIP3	LEPR	4	1
TNFAIP3	CSNK1A1	4	1
TNFAIP3	PTPN1	3	1
TNFAIP3	JAK2	4	1
TNFAIP3	TNFRSF1A	1	1
TNFAIP3	CSF1R	4	1
TNFAIP3	MAPK14	4	1
TNFAIP3	MAPK11	4	1
TNFAIP3	TRADD	1	1
TNFAIP3	MAP4K3	2	1
TNFAIP3	MAP4K2	2	1
TNFAIP3	NFATC3	4	1
TNFAIP3	TRAF2	1	1
TNFAIP3	MAP3K1	3	1
TNFAIP3	RIPK1	1	1
TNFAIP3	INSR	4	1
KITLG	STAT1	1	1
KITLG	STAT5A	1	1
KITLG	STAT3	1	1
KITLG	STAT5B	1	1
CNR1	CABIN1	4	1
CNR1	CALM3	3	1
CNR1	GAP43	3	1
CNR1	HRAS	4	1
CNR1	NRAS	4	1
CNR1	MEF2D	4	1
CNR1	CAMK4	4	1
CNR1	SMAD2	4	-1
TGM2	HIST1H3H	1	1
TALDO1	GYG2	4	-1
TALDO1	GYG1	4	-1
TALDO1	PYGM	4	1
TALDO1	GCKR	2	0
TALDO1	GCK	2	0
CLTC	FAS	1	1
CLTC	FASLG	1	1
CLTC	CASP8	1	1
CLTC	FADD	1	1
SNCA	PLD2	1	1
SNCA	MAP1B	2	-1
SNCA	SNCAIP	1	-1
SNCA	PPP2R5D	1	1
SNCA	TH	2	1
SNCA	PLD1	1	1
CD72	CD79B	1	1
CD72	SYK	1	1
CD72	BLNK	1	1
CD72	CD79A	1	1
CD72	PTPN6	1	1
CD72	PLCG2	1	1
CD72	BTK	1	1
CD72	LYN	1	1
ERBB3	MTOR	2	1
ERBB3	AKT1	1	1
ERBB3	SFN	2	1
ERBB3	YWHAB	2	1
ERBB3	CDH5	4	1
ERBB3	BAD	2	1
ERBB3	MAPK9	4	1
ERBB3	MAPK8	4	1
ERBB3	CDKN1B	2	1
ERBB3	FOXO3	2	1
ERBB3	FOXO4	2	1
ERBB3	KPNA1	3	1
ERBB3	YWHAZ	2	1
ERBB3	TBC1D4	2	1
ERBB3	NFATC1	4	1
ERBB3	MAPT	3	-1
ERBB3	YWHAE	2	1
ERBB3	CALM3	3	1
ERBB3	RPS6	4	1
ERBB3	NOS3	2	1
ERBB3	YWHAG	2	1
ERBB3	YWHAQ	2	1
ERBB3	SLC2A4	3	1
ERBB3	RELA	3	1
ERBB3	MST1	2	1
ERBB3	GSK3B	2	1
ERBB3	YWHAH	2	1
ERBB3	MST1R	2	1
